datetime,title,up,down
2022.12.26 11:05,배당락 [7],10,0
2022.12.26 10:55,보험법 부정적? [1],3,1
2022.12.26 10:15,좀 오르자!~~~ 500원말고 ~~~,1,0
2022.12.26 10:02,삼성그룹을 살려야 하는 것이 국민 경제를...,5,0
2022.12.26 09:46,언제오릅니까,3,0
2022.12.26 09:36,배당 사천원은 주겠지,1,0
2022.12.26 09:13,삼성물산 쓰레기 개잡주 [1],5,0
2022.12.26 09:07,삼생법 통과로 물산소유 전자주식,5,0
2022.12.26 08:52,[기득권파쇼시장 시장조성자제도폐기하라!!... [1],1,0
2022.12.26 06:33,주가는 상장이래 제자리 걸음에 마이너스!... [1],16,0
2022.12.26 05:17,공매도 궁금,2,0
2022.12.26 02:36,■■ 1818 주둥이만 나불나불 ■■ [2],4,2
2022.12.25 18:49,대주주 과세 가족 합산 폐지 [3],10,1
2022.12.25 16:24,감옥 [1],10,1
2022.12.25 15:48,순양물산 경영권 능력. [6],10,1
2022.12.25 13:22,회장님 상속세 내기 어렵다고 합니다. [3],20,0
2022.12.25 10:14,전세계의 달동네 쪽방촌 농어촌마을집들은,3,0
2022.12.24 23:01,코리아디스카운트의 원인은,17,1
2022.12.24 07:51,"이태원 유족협회는, [1]",20,1
2022.12.24 03:19,[변화될 내년이중요할뿐 지난시간은 의미없...,5,1
2022.12.23 23:59,배당 KRW 7000~8000원 정도 되... [4],28,1
2022.12.23 18:13,민주당이 던진 폭탄 [3],20,0
2022.12.23 18:40,민주당이 던진 폭탄 [1],10,2
2022.12.23 17:19,주가 하락 방지책 내놓아라 [1],5,0
2022.12.23 16:58,언제까지.공매를 납둘꺼야,5,0
2022.12.23 15:34,개잡주 등극 [2],4,3
2022.12.23 14:26,이 산이 아니고 저 산인갑다,3,2
2022.12.23 13:09,순양물산,3,2
2022.12.23 12:49,김정은 뇌출혈로 쓰러졌다는데 사실인가요 [2],4,2
2022.12.23 12:58,Re:김정은 뇌출혈로 쓰러졌다는데 사실인...,9,0
2022.12.23 13:02,넹,3,0
2022.12.23 12:32,대주주 연좌제 [1],7,0
2022.12.23 11:28,외쿡오빠들은 계속사시고.. [1],5,0
2022.12.23 11:07,12에 경기 일으키는 주식 아님??! [1],3,0
2022.12.23 10:39,질질질 싼물 아..,3,1
2022.12.23 10:16,[국민연금이니 기득권배나불려주는국민행동 ...,2,0
2022.12.23 09:41,또 지랄이냐 !!! 참 더럽게 회사 운... [2],11,0
2022.12.22 23:57,금투세 폐지가 아니고 보류 [3],21,2
2022.12.23 16:12,걱정 마세요,2,1
2022.12.22 23:17,익일 대주주 회피 매도세 증가 예상,6,2
2022.12.22 23:14,대주주 기준 10억원? [1],16,2
2022.12.22 22:12,"이태원 유족협의회는 뮈하냐, [2]",12,5
2022.12.22 21:15,합병합시다. [2],8,3
2022.12.22 21:02,★국민들 발목 잡기하는 민주당 다음 총선... [3],23,7
2022.12.22 18:25,배당금 현실적으로 얼마예상? [15],3,1
2022.12.22 20:28,배당금 현실적으로 얼마예상?,4,1
2022.12.22 15:48,"이재용의 43만원짜리 공항 패딩조끼, 하... [4]",13,3
2022.12.22 14:47,오늘 종가 얼마? [1],2,1
2022.12.22 14:09,왜르케 꼼지락되냐,2,0
2022.12.22 12:22,다시 12층,2,1
2022.12.22 11:56,국민노후로 101500원에 졸라 쳐 팔던... [3],11,1
2022.12.22 10:58,배당공시 없나 [1],1,0
2022.12.22 10:56,117500 매수 오천주 작전세력이 신한... [1],4,1
2022.12.22 10:45,500 물산 보합 물산이라 부른다,4,0
2022.12.22 10:25,ㅈㄹ 풍년 맛집..,2,1
2022.12.22 10:24,삼성물산 개잡주 쓰레기 [2],2,1
2022.12.22 09:59,지배구조 개편.,9,0
2022.12.22 09:57,참으로 지독한 회사로구나~ [1],13,1
2022.12.21 22:58,■■ [공견] 창고 대 방출 ■■,4,1
2022.12.21 22:14,■■ 1818 왜 발작을 할까 ? ■■,5,1
2022.12.21 17:47,정권이 바뀌면 건설 붐을 일으켜야,1,0
2022.12.21 16:43,이게 우리나라 몇등인가,7,0
2022.12.21 15:14,쓰레기 개잡주 [2],7,0
2022.12.21 14:25,법원 전문 출장오너 [1],5,0
2022.12.21 14:07,삼물 쓰레기,12,0
2022.12.21 09:40,배당 1만원 가자~~~,17,0
2022.12.21 17:06,삼성은 안정적인 기업,1,0
2022.12.21 09:29,주가 이게뭐냐 질퍽거리네 [1],4,1
2022.12.21 08:23,슬슬 뉴스에 순양=삼성 공식화.. [1],11,2
2022.12.20 15:34,시발 개잡주....,13,1
2022.12.20 15:24,내년에는........ [2],28,12
2022.12.20 15:19,매일,10,0
2022.12.20 14:56,"순양에는 진성준이 있고, [1]",5,0
2022.12.20 14:55,10조만 투자하면 삼성그룹을 살 수 있네...,3,0
2022.12.20 14:57,10조만 투자하면 삼성그룹을 살 수 있네...,3,0
2022.12.20 14:44,욕 나온다... 삼성물산(정말 더럽게 사...,11,1
2022.12.20 14:24,★22년 주식장 7일 밖에 안 남았는데 ... [2],11,2
2022.12.20 13:49,찐짜 이건 무슨 쓰레기도 이런 더러운 쓰... [1],6,0
2022.12.20 13:21,이건뭐,4,0
2022.12.20 12:35,차라리 시원하게 좀 빼라~~,3,0
2022.12.20 11:19,오지는구만,3,0
2022.12.20 10:32,개잡주 [2],13,0
2022.12.20 10:28,사기합병물산 [1],12,0
2022.12.20 09:57,[악랄아젠다들이 악(마)를 왜섬기는줄아냐...,1,0
2022.12.20 09:56,"재벌집 막내아들 해외에서,,",9,0
2022.12.20 09:10,쓰레기 삼성물산 [1],12,0
2022.12.20 09:07,왜 수주는해서..,5,0
2022.12.20 08:54,배당금 관련 투표 [1],19,8
2022.12.19 15:53,이재용이 회장이라고? [7],19,6
2022.12.19 15:37,왜 이렇게 장난질이냐??? (실적과 전혀... [4],19,1
2022.12.19 14:02,네옴시티 보고 산 애들 [1],3,2
2022.12.19 13:37,배당정책 [3],3,1
2022.12.19 13:19,신한투자증권 기관 망해라 ㅠ,6,1
2022.12.19 12:51,쓰레기 같은 주식 [1],6,1
2022.12.19 12:23,배당 받으면 바이!!,1,0
2022.12.19 12:11,자사주,1,0
2022.12.19 11:38,임자~ 순양물산을 가질 생각은 없네,4,1
2022.12.19 11:00,진짜 안떨어지네,3,0
2022.12.19 10:30,더러운,8,1
2022.12.19 09:57,ㅋㅋ 수주공시에도 떨어지는,3,0
2022.12.19 10:05,ㅋㅋ 수주공시에도 떨어지는,3,0
2022.12.19 09:49,삼성물산이 좋게보이니,1,0
2022.12.19 09:31,진도주이,1,0
2022.12.19 09:26,다른건 몰라도 형제분할 해야 한다,5,0
2022.12.19 09:14,4-5조 수주해도 500원인데 겨우2천억... [1],5,1
2022.12.19 09:10,아 주식농부는 씨를 뿌리고 기다리시나보네... [1],4,3
2022.12.19 09:02,2천억 수주는.....,1,0
2022.12.19 09:02,수주만하믄 빌빌거리던데.,2,0
2022.12.19 07:38,■■ 1818 性 전환 [공견] ■■,3,1
2022.12.19 07:35,■■ 발작하는 [공견] 공통점 ■■,3,0
2022.12.19 02:23,주식농부 박영옥 올해 농사 망했다던데 사... [2],7,4
2022.12.19 00:22,요즘 날씨 정말.. 춥네요.. [1],2,1
2022.12.18 23:45,도주니가 물산주식!!!,8,0
2022.12.18 23:40,재벌집,2,0
2022.12.18 23:39,도주니 왔나,1,0
2022.12.18 23:34,순양물산 부도,1,0
2022.12.18 17:45,"★""왜 등을 돌려 겠는가 ?",10,0
2022.12.18 15:26,재벌집 삼성생명 삼성물산 얘기네,5,2
2022.12.18 14:13,순양물산 날아오른다 ㅋ [1],4,1
2022.12.17 00:31,한번 읽어볼 만하네여,5,3
2022.12.17 00:11,[그것은 중력을거스른것이아니라 이용했을뿐...,1,0
2022.12.16 16:43,올해 증시는 사탄랠리임 [3],3,0
2022.12.16 19:22,Re:올해 증시는 사탄랠리임 [1],1,0
2022.12.16 15:11,근데 우쨔 스토리가 고마 [1],2,0
2022.12.16 14:27,내가 진짜 궁금한거 하나...이주식이 언...,2,0
2022.12.16 14:07,내년 유가가 40 이하로 갈수도 있는이유... [1],2,1
2022.12.16 13:36,삼성물산이 오를수 밖에 없는이유... [8],10,4
2022.12.16 14:33,삼성물산이 오를수 밖에 없는이유...,2,1
2022.12.16 12:48,증권사 리포트 [1],6,1
2022.12.16 12:21,내가 뭘 들고 왔는지알면 더는 함부로 못... [1],2,0
2022.12.16 12:10,개똥주.,3,0
2022.12.16 12:09,또 장난질이냐? 정말 지긋지긋하다...... [1],5,0
2022.12.16 11:45,개잡주 좀 올라라...,1,0
2022.12.16 10:51,잡주야 지수가 올라간다,2,0
2022.12.16 10:38,질문 있습니다 [1],2,0
2022.12.16 09:58,신한투자증권 매도가 나쁘네얘 [1],5,0
