datetime,title,up,down
2022.12.22 16:23,개미들아 자중해라,7,2
2022.12.22 15:32,17만원대,2,0
2022.12.22 15:17,카카오 왜사는거임? 비싸도 네이버가 맞지 [3],2,0
2022.12.22 14:31,환율 떨어 지는것 봐라 ?몇 천어 이익... [1],1,0
2022.12.22 14:21,환율 떨어진것만큼 오르려면 [1],2,0
2022.12.22 14:17,역시 카카오는 죽고 네이버만 가는군 [1],2,0
2022.12.22 14:25,[삭제된 게시물의 답글]장난하냐,2,0
2022.12.22 14:15,환율 하락에 큰 이익 챙기네 ?포쉬 인수... [2],1,0
2022.12.22 14:08,환율 떡락 [1],3,1
2022.12.22 13:51,게이버 드디어 성남FC조사 [2],2,1
2022.12.22 14:02,게이버 드디어 성남FC조사,5,0
2022.12.22 13:26,오늘 1%올랐지? [2],4,2
2022.12.22 13:34,오늘 1%올랐지?,1,0
2022.12.22 13:05,오른다,2,0
2022.12.22 12:55,"공수처 고생하는데,,",1,0
2022.12.22 12:49,"용산의 용한 점쟁이가 내년에,, 큰 보궐... [6]",5,1
2022.12.22 12:23,폭등가즈아,1,0
2022.12.22 12:14,코스피 지수가 날아간다 날아가,1,0
2022.12.22 12:07,지수는 올라가는데,1,0
2022.12.22 11:57,150조 [1],6,2
2022.12.22 10:57,봄날의 햇살같은 최수연대표의 사퇴를 요청...,5,2
2022.12.22 10:49,50% 미련없이 정리했다 [5],4,2
2022.12.22 10:41,모건 죽 어라,2,1
2022.12.22 10:33,미국 당근아~ 수익좀 내줘^^,3,1
2022.12.22 09:59,와,2,0
2022.12.22 09:41,올해는 18만원대에 종료되겠네,3,1
2022.12.22 09:35,찬티글 보면 각 안보이냐?,3,1
2022.12.22 09:30,개쓰기레 회사와 대표년 [2],7,2
2022.12.22 09:28,G20개국중 증시 꼴찌,3,0
2022.12.22 09:05,네이버 화이팅......,1,0
2022.12.22 08:41,일단,2,1
2022.12.22 05:19,그래도 호가단위,7,0
2022.12.22 04:30,오늘은 기대할만 하지...! [2],6,1
2022.12.22 01:33,닛케이 야선 쥐꼬리만큼 오르는거 보니 내...,3,1
2022.12.21 23:57,오랜만에 S&P500 11개 섹터 다 오... [1],2,0
2022.12.21 23:35,4대 지수 다 상승 중!!,1,0
2022.12.21 22:20,환율이 떨어질수록 포쉬마크 인수가도,6,0
2022.12.21 20:35,"배당을 안주니, 돈지랄 헛짓거리 함. 배...",9,0
2022.12.21 18:14,평단 [2],1,0
2022.12.21 17:44,~~윤통 지지율 급등 이유 [6],30,13
2022.12.21 20:51,~~윤통 지지율 급등 이유,3,2
2022.12.21 20:53,~~尹대통령 지지율 45%대 근접[뉴스],4,1
2022.12.21 16:55,"전일종가보다 한계단 하락, 꼴에 애썼다 ... [2]",2,0
2022.12.21 16:10,에휴,1,0
2022.12.21 15:39,20만원에 7천만원 물렸따 [8],2,1
2022.12.21 15:38,내가 보는 관점은 [1],5,0
2022.12.21 15:34,코스피의 계륵 [1],5,1
2022.12.21 14:17,희비가 [1],1,0
2022.12.21 14:16,네이년,1,0
2022.12.21 13:58,물타기도 애매한 가격,3,0
2022.12.21 13:26,개주식 [1],2,0
2022.12.21 13:22,이러다 다시 10% 더떨어지는건 한순간이... [1],1,0
2022.12.21 13:15,내 평단 33만원..,4,0
2022.12.21 12:34,거래량터진장대양봉키네마스타↑대세상승시작신... [2],12,0
2022.12.21 11:32,대표야 주가가 시궁창이다 [1],2,1
2022.12.21 10:42,대표년 퇴사안하냐? 주가폭락책임안지냐? [4],6,4
2022.12.21 09:35,우물 안 개구리,2,1
2022.12.21 09:27,찬티들 좀보이니,2,0
2022.12.21 09:24,[국가는 국민생명과재산 감독기관 시민패널... [1],2,0
2022.12.21 08:42,"● 성장주, 반도체주 시총 감소..NAV...",1,0
2022.12.21 07:59,"개검,개판의 선거개입 [3]",14,7
2022.12.21 07:52,"김만배 , 헐리우드 액션 검찰에 경고 [2]",10,6
2022.12.21 05:30,미친...중고? [1],3,1
2022.12.20 22:13,네이버를 떠나서 [1],13,0
2022.12.20 21:59,쫄지마라. 당근마켓도 1조가 넘는마당에 [2],12,3
2022.12.20 21:32,대표선임후,10,0
2022.12.20 20:44,한경 그리고 아세아 포스코리튬 엄청나네요... [1],1,0
2022.12.20 17:57,일본 금리 인상 초읽기,1,0
2022.12.20 17:13,길게 보고가자,8,1
2022.12.20 17:09,인수포기하자 중고나라가 뭐니~~,3,1
2022.12.20 16:56,인수?,5,0
2022.12.20 16:39,대표 취임후 36에서 18로감 [2],17,1
2022.12.20 16:39,23살 박탈감 [3],3,0
2022.12.20 16:19,오늘은 다 떨구네요,2,0
2022.12.20 16:00,정확히 하락장에서 [7],23,0
2022.12.20 15:28,주식시장 너무 무서워 [1],7,1
2022.12.20 15:27,개이버 필망 이유:댓글로 먹고 사는 것들... [1],1,0
2022.12.20 15:15,또라이같은 주식,3,0
2022.12.20 15:13,개은같년 대표년은도대체 하는일이뭐냐,3,0
2022.12.20 14:58,국장 왜하냐 ㅋㅋㅋㅋ,1,0
2022.12.20 14:03,다이와 증권사는 쪽바리 증권사 인가요??... [4],3,0
2022.12.20 13:19,무능무식한 돼지와 사기꾼 관종 마누라,8,0
2022.12.20 12:54,나라가 망하고있는데 지금주식할때가? [1],5,4
2022.12.20 12:52,한국주식시장이 쓰.레.기.인 대표적 이유...,2,0
2022.12.20 12:33,일본발 폭락 진행중 [1],4,2
2022.12.20 12:28,"소도둑(법관,검사) 이재명에 덤탱이 시도... [4]",6,5
2022.12.20 12:23,주가가 시궁창인거 대표 책임이자너. 책임... [1],4,1
2022.12.20 10:46,바닦에서 매물 싹싹 긁어 가는군 ? [1],4,1
2022.12.20 09:37,일단 100주 추가 매수 [2],3,2
2022.12.20 09:05,점빵 열었나?,1,0
2022.12.20 08:52,여기는 [2],3,2
2022.12.20 08:45,여러 큰손 형님들,2,1
2022.12.20 08:43,우와 빨건불,2,1
2022.12.20 07:45,믿습니다,6,1
2022.12.20 02:16,남은 예산 수백억 감췄다가…“당선자 선물... [2],2,1
2022.12.19 22:56,지나가는객 ^^ [4],5,2
2022.12.19 18:20,내일 [5],21,7
2022.12.19 18:18,개미털기 해야함,2,1
2022.12.19 18:06,20만원 가까이 올라올때,6,1
2022.12.19 17:52,지금이 저가 매수할 골든타임 이다 [2],10,3
2022.12.19 17:39,오늘 매수 못하고 더떨어지길 바라던 사람... [2],8,2
2022.12.19 16:58,네이버 도착보장 서비스 [1],9,3
2022.12.19 16:05,아니 생각을해봐라 코스피2100바닥찍을때 [3],9,5
2022.12.19 15:57,2019,2,0
2022.12.19 15:46,낼은 미장도 오르겄지 [2],3,0
2022.12.19 13:46,잠을 청하기에는 딱 좋읍니다. [3],3,1
2022.12.19 12:25,네이버 아이템 진짜 많고 좋은데.... [4],4,1
2022.12.19 12:13,쑤레기 네이버~~~~ [2],4,3
2022.12.19 10:46,날라가는 이유가 궁금합니까? [4],3,2
2022.12.19 10:45,외인 프로그램도 매수 [1],4,1
2022.12.19 10:43,포털 1위인데 [2],3,1
2022.12.19 10:40,주주 배당금늘려라ㆍㆍ [1],1,0
2022.12.19 10:36,3개월안에50%수익올린다↑공매도상환매수급... [1],11,3
2022.12.19 10:27,미리미리 안사고 [4],9,1
2022.12.19 10:24,오늘 종가는 193000원이다. 이상!! [1],9,3
2022.12.19 10:22,오늘은 네이버 공략이다,3,1
2022.12.19 09:06,할배다 [2],3,2
2022.12.19 08:15,메시 우승기념으로 [1],4,1
2022.12.19 03:22,당근마켓이 시총1조가 넘는디ㅋㅋ 포쉬 [2],24,6
2022.12.18 22:56,35층 [1],12,2
2022.12.18 22:44,조기인수 호재인지 악재인지.. [5],5,3
2022.12.18 22:32,호재 아니면 악!,2,1
2022.12.18 22:29,20층 이상은 기대해봐도 좋을듯,7,2
2022.12.18 21:42,25에 물렸어요 [3],5,3
2022.12.18 20:55,블프에도 안팔리는 명품을 ㅋㅋㅋㅋㅋㅋ [1],17,5
2022.12.18 19:41,2000주 이가격에 살수있는건 행운인듯 ... [4],4,3
2022.12.18 17:11,네이버 '포시마크 불확실성' 정면돌파 …... [1],13,4
2022.12.18 12:03,18만 밑이서는 ~~~~~~~~~~~~~... [2],16,5
2022.12.18 11:57,올한해 정말 고생 많으셨습니다 주주님들 [1],6,1
2022.12.18 11:47,더듬어당아...대주주 조건 빠른 시일내 ...,15,10
2022.12.18 09:39,포쉬인지 당근인지,5,1
2022.12.18 00:32,개인들 참으로 불쌍하네,10,2
2022.12.17 21:54,국민연금15프로 인상 왠줄아냐 [2],11,1
2022.12.17 20:34,국민연금 15% 인상,2,0
2022.12.17 16:27,지금이 저가 매수할 절호의 찬스다 [2],6,3
2022.12.17 16:13,25층만 입장하세요 [1],2,0
2022.12.17 15:20,중국 중앙경제공작회의 전문요약 [1],1,0
2022.12.17 15:18,"● 네이버, 이틀 4兆 증발..성장주, ...",2,0
2022.12.17 14:07,생쑈한 윤석열...삭제된 YTN돌발영상 [2],14,12
2022.12.17 13:56,개소리들 많이 나오는것 보니?오르겠네 ? [2],4,1
2022.12.17 11:29,대차해지,1,0
2022.12.17 11:15,포쉬마크 [1],3,2
2022.12.17 10:28,중국 빅테크 규제 해제,1,0
2022.12.17 10:13,단기로봤을땐 175000이탈시,1,0
2022.12.17 08:32,1년만 [1],9,1
2022.12.17 08:08,지식검색 : 우량주 장기 투자 하면 어떻... [1],2,1
2022.12.17 00:27,투자의 모든책임은 본인이 지는거임 [1],13,1
2022.12.17 00:06,지금 저가 매수할 절호의 찬스다 [3],6,5
2022.12.16 22:07,우리는 한배를 ..탔다 [4],3,1
2022.12.17 04:11,[삭제된 게시물의 답글][삭제된 게시물의...,1,0
2022.12.16 20:24,암만봐도 네이버가 카카오랑 비교상대라는기 [1],8,2
2022.12.16 19:08,465000원 전고점에서 [15],18,9
2022.12.16 21:21,465000원 전고점에서,2,1
2022.12.16 18:02,아니 도데체 돈도 없으면서 [2],5,2
2022.12.16 17:46,여긴 아직 멀었네,2,1
2022.12.16 16:57,19만 넘기자!,6,1
2022.12.16 16:49,18층지켜서 다행이네요,2,0
2022.12.16 16:31,호재,1,0
2022.12.16 16:23,최수연 돌,5,1
2022.12.16 16:17,담주부터 새롭게 싼타,4,2
2022.12.16 16:57,담주부터 새롭게 싼타,1,0
2022.12.16 16:00,The Luv..,3,0
2022.12.16 15:37,12만원 짜리 주식이 기대감때문에 과도하... [1],4,1
2022.12.16 15:32,아직 곡소리가 부족해,5,0
2022.12.16 15:31,포쉬마크 누가 인수하자고 했냐,5,0
2022.12.16 15:25,멈췄네... 그러면 '지지선까지 끌어 내...,3,1
2022.12.16 15:20,18만원 수비작전 해주세요,2,1
2022.12.16 15:15,"NAVER, 관련정보",1,0
2022.12.16 15:13,개미야 [1],3,0
2022.12.16 15:17,"NAVER, 관련정보",1,0
2022.12.16 14:52,감사합니다 18층 ^^ 살려주셔서 지하실...,5,1
2022.12.16 14:50,추운겨울입니다~~ 지하실은 싫어요 18층...,2,0
2022.12.16 14:35,어디서 오크 괴물 같이 생긴걸,8,2
2022.12.16 14:30,진짜 우리나라 주식시장 이대로 괜찮을까?,1,0
2022.12.16 14:15,네이버,7,1
2022.12.16 14:14,연기금이 오너 검찰조사하는 카카오는 5배...,5,0
2022.12.16 14:08,인터넷계의 크래프톤 네이버~,2,1
2022.12.16 14:04,이 ㅆㄹㄱ 증권사,1,0
2022.12.16 14:04,혁신과 생존을 바란다면 하루 빨리 대표부...,2,1
2022.12.16 14:02,돌아와 이 18!!! 18만원!!,1,0
2022.12.16 14:02,아침에 반짝 갭메운거 빼곤 지속적인 하락...,1,0
2022.12.16 13:58,끝 gg,1,0
2022.12.16 13:56,회사는 좋은데 조금 비싸서.,2,1
2022.12.16 13:44,대단하다,1,0
2022.12.16 13:34,포쉬마크 인수비용 이해진 자산으로 처리해...,2,1
2022.12.16 13:32,이놈은 배당도 쓰레기네.,4,1
2022.12.16 13:25,주가관리해라 [2],8,1
2022.12.16 13:23,정 탓하고 싶으면 국민연금 ㄷㅅ들을 탓해...,7,0
2022.12.16 13:21,근데 이 OOO은 왜 빠짐? 어제 카카오...,2,0
2022.12.16 13:19,18만원대 지키는것도 힘드는데,1,0
2022.12.16 12:50,아 날마다 내리네,7,0
2022.12.16 12:32,할배다,2,0
2022.12.16 12:31,"삼성전자 +네이버 상승하구, 카카오는 ...",3,0
2022.12.16 12:28,아이고 이잡주,2,0
2022.12.16 12:18,30 이상,1,0
2022.12.16 12:15,아,3,0
2022.12.16 12:14,좌이버 45만원 언제 와요? [1],2,1
2022.12.16 12:13,기관 마피아×들..,2,0
2022.12.16 11:45,평단 34만원 [4],6,1
2022.12.16 11:03,적당히 떠들고 올라가자 [1],3,1
2022.12.16 10:41,고민하는 사이에 1000원이라도 비싸게 ... [1],11,1
2022.12.16 10:32,월요일 190000원 이상에서 갭 띄워서... [2],8,4
2022.12.16 10:31,"오늘 종가 185,000 올려놓으면 좋은... [1]",4,3
2022.12.16 10:24,오늘 탄분 축하 [3],9,6
2022.12.16 10:19,네이버가 [1],3,2
2022.12.16 10:13,장난질 심하네 ㅋㅋ [1],2,0
2022.12.16 09:59,낼리라면 더내려라,3,1
2022.12.16 09:58,대표야,3,1
2022.12.16 09:33,팍팍팍 올라가자 [1],4,1
2022.12.16 09:14,카뱅 힘 좋네 ..,4,1
2022.12.16 09:11,아 조옷,1,0
2022.12.16 09:06,빨리 빨리 올라가자 [1],3,0
2022.12.16 09:04,떨어질때마다 한 주씩 산다 [3],1,0
2022.12.16 09:02,주주님,4,3
2022.12.16 09:02,미국 그만 해라,4,2
2022.12.16 09:00,그만 뚜디패라,1,0
2022.12.16 08:52,아파트 땅 팔리지 않구나,3,1
2022.12.16 08:43,어제 잘못 사서 ㅠ,1,0
2022.12.16 08:22,복창해라 ㅈ됐다고ㅋㅋ [1],6,1
2022.12.16 08:20,구글 메타는,1,0
2022.12.16 08:07,첫투자 [7],9,0
2022.12.16 08:00,한강물 찹다,2,0
2022.12.16 07:58,앞으로 15% 더 하락,2,1
2022.12.16 07:49,[국민들께서는 한국거래소 해체를요구해야합...,2,0
2022.12.16 07:39,악재에 악재가 더해진다면...ㅠ,3,0
2022.12.16 07:29,만약 포쉬마크 인수철회하면 위약금 얼마줘... [1],6,0
2022.12.16 06:59,나락가자,3,1
2022.12.16 06:20,파월이 주식 사지말라잖아 ..... 말좀...,2,0
2022.12.16 06:10,어제 손절하기 잘했네요 [2],7,4
2022.12.16 05:55,니기리다 [1],2,0
2022.12.16 05:44,오늘 얼마나 떨어질지,9,0
2022.12.16 05:17,오늘 ㅡ7퍼 가것따 [2],9,2
2022.12.16 03:10,처음 글올려보아요,5,0
2022.12.16 01:52,나스닥 나락가는거 겁나 무섭네..,3,0
2022.12.16 01:10,내일..아니지 오늘..,2,0
2022.12.16 00:04,해외증시 걍 투매 수준이네,2,0
2022.12.15 23:33,공매 자전거래 하면서 [3],5,1
2022.12.15 23:04,낼장 18만 지지해줘라 [2],1,0
2022.12.15 22:55,카카오는 검찰고발땜에 그렇다고 치자,3,0
2022.12.15 22:39,ㅅㅍ가지가지한다..,3,0
2022.12.15 22:13,개미할배 단타로 좀 사볼까 했더니 안티 ...,1,0
2022.12.15 22:01,최수연 [2],6,3
2022.12.15 22:00,당근마켓 취소 [1],3,0
2022.12.15 21:51,~~금투세 유예 [뉴스],4,2
2022.12.15 21:13,사랑해요 최무능.. [2],9,7
2022.12.15 20:52,포쉬 [1],4,0
2022.12.15 20:47,외인들이 사서 조금올려주었다고 좋아허더니...,4,1
2022.12.15 19:50,곱버스인버스 시작인가요 떨려,2,0
2022.12.15 19:12,메수하더라도,6,2
2022.12.15 19:00,줄하락,2,1
2022.12.15 18:49,추천만하면 개떡락,2,0
2022.12.15 18:34,나 똥싸고 있다 [1],2,0
2022.12.15 18:32,염려말라던 최수연 뭐하냐,6,0
2022.12.15 18:30,어제 종가 입성 [2],6,0
2022.12.15 18:09,정말 가관이군 양심도 없는 쓰레기 [1],8,1
2022.12.15 18:03,네이버는 왜 빠진거야? [1],4,0
2022.12.15 17:50,정신 빠진거 하나가,5,2
2022.12.15 17:26,시간외 빠졌네,3,2
2022.12.15 17:20,그냥 2%만 먹자 [1],2,0
2022.12.15 17:19,포쉬마크 [2],6,2
2022.12.15 16:55,네이버가 아니고,2,1
2022.12.15 16:44,낼5천원 오르면 들어올수있니?,3,2
2022.12.15 16:43,내일 마무리를,3,0
2022.12.15 16:27,세력들 오지게 들어오려고 토론방 지저분하...,1,0
2022.12.15 16:00,야이 18 네이버야 !! 또 18만원이냐... [1],7,0
2022.12.15 15:59,킹받네,1,0
2022.12.15 15:53,찌라시 존나돌리고 안티드글대네,2,1
2022.12.15 15:48,올해 20만원은 찍을거라 믿었지만 19만...,5,0
2022.12.15 15:48,네이버 종가로 풀매수했습니다 [2],4,1
2022.12.15 15:47,오늘 크게 빠진이유 네이버 주가는 카... [1],1,0
2022.12.15 15:41,이게 우리나라 코스피 몇 위라고?,2,0
2022.12.15 15:36,이주식은 끝난것 같네,1,0
2022.12.15 15:36,개관새?들... [2],2,0
2022.12.15 15:34,기관놈들 다 팔아재끼네,2,0
2022.12.15 15:34,한달동안 올려놓은걸,2,0
2022.12.15 15:31,존나게 밀렸네,1,0
2022.12.15 15:27,35만 평단 올까요? [4],5,1
2022.12.15 15:21,Per로 계산해보는 네이버 적정주가 12... [2],6,3
2022.12.15 15:16,배당 졸라때려라,1,0
2022.12.15 15:15,잠깐 좋은 시절 다 갔네 [1],3,2
2022.12.15 15:11,오늘도,2,0
2022.12.15 15:10,망했다.,1,0
2022.12.15 15:09,누가 보면 회사 디진줄 알겠네!,4,0
2022.12.15 15:06,내일은 금요일 마녀의날 내일더빠져 .17... [2],2,0
2022.12.15 15:04,ㅋㅋㅋㅋㅋ,1,0
2022.12.15 15:03,추매했다 내재산이 박살나는지 흥하는지 보... [2],6,2
2022.12.15 15:02,대표 구속시키자 [2],5,0
2022.12.15 14:57,평단 [1],2,0
2022.12.15 14:51,주가 부양 좀 해라. 대표색히야.,1,0
2022.12.15 14:50,팔 사람 다 팔았으면 이제는 올라가자,3,0
2022.12.15 14:49,20층에 있어요 SOS,1,0
2022.12.15 14:46,사악한 민주당 놈들의 금투세,8,2
2022.12.15 14:39,다시 17 가는건가,1,0
2022.12.15 14:29,기관.외인 형들이 공매치고 주가떨구면,2,0
2022.12.15 14:28,지금 들어오는 개미는 [2],4,0
2022.12.15 14:28,보합까지만 올라가자..,1,0
2022.12.15 14:23,네이버,2,1
2022.12.15 13:56,폭락,2,1
2022.12.15 13:52,망하나요?,1,0
2022.12.15 13:49,유튜 언 넘이 사라고.. [1],2,0
2022.12.15 13:49,카카오 보다 더빠지냐~,7,0
2022.12.15 13:42,푸틴아 대한민국에 핵좀 쏴주라,4,2
2022.12.15 13:38,게이버 특..,1,0
2022.12.15 13:35,다시 [2],1,0
2022.12.15 13:34,금리차이가 이제 1%가 넘는다,3,0
2022.12.15 13:33,최수연 빙돌,3,0
2022.12.15 13:33,5프로 떨어진들 어떠하리 [3],14,0
2022.12.15 13:32,카카오랑,2,0
2022.12.15 13:31,팔았어야 했는데... ROE 3.45%,3,0
2022.12.15 13:25,이 가격은 은행 아니냐 [3],4,2
2022.12.15 13:22,개미만 떠받치고 있는 모양새가..,3,1
2022.12.15 13:17,회사 책임을 주주한테 돌리지마라,6,1
2022.12.15 13:17,네이버 망햇나요?,3,2
2022.12.15 13:16,왜이러는거요? [2],1,0
2022.12.15 13:14,네이버 책임지라,1,0
2022.12.15 13:14,공매도 주가조작안잡고 같이하는 [1],7,1
2022.12.15 13:12,대표년 끄집어내려라 [3],10,0
2022.12.15 13:11,도랏???,2,0
2022.12.15 13:12,도랏???,1,0
2022.12.15 13:10,와~ -5% 주구장창 까는구먼,1,0
